timestamp,episode,step,elapsed,state,action,reward,done,success
1771366900.8967466,3,61,4.055084228515625,"[-0.8058891892433167, -0.021939001977443695]",0,-1.0,False,False
1771366900.957894,3,62,4.116231679916382,"[-0.8269551396369934, -0.02106597274541855]",0,-1.0,False,False
1771366901.0281358,3,63,4.186473369598389,"[-0.8470472693443298, -0.020092107355594635]",0,-1.0,False,False
1771366901.0974655,3,64,4.255803108215332,"[-0.866076648235321, -0.0190294049680233]",0,-1.0,False,False
1771366901.1608517,3,65,4.3191893100738525,"[-0.8819661140441895, -0.015889467671513557]",2,-1.0,False,False
1771366901.2229893,3,66,4.381326913833618,"[-0.8946564793586731, -0.01269037090241909]",2,-1.0,False,False
1771366901.2851923,3,67,4.443529844284058,"[-0.9041041135787964, -0.009447608143091202]",2,-1.0,False,False
1771366901.344132,3,68,4.502469539642334,"[-0.9102785587310791, -0.00617444422096014]",2,-1.0,False,False
1771366901.4113219,3,69,4.569659471511841,"[-0.9131609201431274, -0.0028823972679674625]",2,-1.0,False,False
1771366901.472248,3,70,4.630585670471191,"[-0.9127427339553833, 0.0004181960830464959]",2,-1.0,False,False
1771366901.5367758,3,71,4.69511342048645,"[-0.9090251922607422, 0.003717560088261962]",2,-1.0,False,False
1771366901.5985618,3,72,4.756899356842041,"[-0.9020193219184875, 0.00700583728030324]",2,-1.0,False,False
1771366901.661392,3,73,4.819729566574097,"[-0.8917468786239624, 0.010272448882460594]",2,-1.0,False,False
1771366901.7219353,3,74,4.88027286529541,"[-0.8782414197921753, 0.013505484908819199]",2,-1.0,False,False
1771366901.7844648,3,75,4.942802429199219,"[-0.8615502715110779, 0.016691157594323158]",2,-1.0,False,False
1771366901.846411,3,76,5.004748582839966,"[-0.841736912727356, 0.01981334574520588]",2,-1.0,False,False
1771366901.9082973,3,77,5.066634893417358,"[-0.8188835978507996, 0.02285328507423401]",2,-1.0,False,False
1771366901.9676445,3,78,5.125982046127319,"[-0.7930942177772522, 0.025789424777030945]",2,-1.0,False,False
1771366902.0323372,3,79,5.190674781799316,"[-0.7644966840744019, 0.028597531840205193]",2,-1.0,False,False
1771366902.0939887,3,80,5.252326250076294,"[-0.7332456111907959, 0.031251050531864166]",2,-1.0,False,False
1771366902.1572218,3,81,5.315559387207031,"[-0.6995238661766052, 0.03372177109122276]",2,-1.0,False,False
1771366902.222328,3,82,5.38066554069519,"[-0.6635430455207825, 0.03598080202937126]",2,-1.0,False,False
1771366902.2844005,3,83,5.442738056182861,"[-0.6255432367324829, 0.037999819964170456]",2,-1.0,False,False
1771366902.3430011,3,84,5.501338720321655,"[-0.5857906937599182, 0.0397525429725647]",2,-1.0,False,False
1771366902.409367,3,85,5.567704677581787,"[-0.5445743799209595, 0.041216280311346054]",2,-1.0,False,False
1771366902.4702585,3,86,5.628596067428589,"[-0.5022009015083313, 0.04237349331378937]",2,-1.0,False,False
1771366902.5285766,3,87,5.6869142055511475,"[-0.4589878022670746, 0.043213117867708206]",2,-1.0,False,False
1771366902.5938282,3,88,5.752165794372559,"[-0.41525623202323914, 0.04373156651854515]",2,-1.0,False,False
1771366902.6570582,3,89,5.815395832061768,"[-0.37132298946380615, 0.04393322765827179]",2,-1.0,False,False
1771366902.7183416,3,90,5.876679182052612,"[-0.32749253511428833, 0.043830469250679016]",2,-1.0,False,False
1771366902.7781785,3,91,5.936516046524048,"[-0.28404948115348816, 0.04344306141138077]",2,-1.0,False,False
1771366902.836359,3,92,5.994696617126465,"[-0.24125231802463531, 0.04279714450240135]",2,-1.0,False,False
1771366902.9070582,3,93,6.065395832061768,"[-0.1993284821510315, 0.04192383587360382]",2,-1.0,False,False
1771366902.9651825,3,94,6.123520135879517,"[-0.15847082436084747, 0.04085765779018402]",2,-1.0,False,False
1771366903.0294812,3,95,6.187818765640259,"[-0.1188359335064888, 0.03963489830493927]",2,-1.0,False,False
1771366903.0885322,3,96,6.246869802474976,"[-0.08054383844137192, 0.03829209506511688]",2,-1.0,False,False
1771366903.154224,3,97,6.312561511993408,"[-0.043679121881723404, 0.03686472028493881]",2,-1.0,False,False
1771366903.2164283,3,98,6.374765872955322,"[-0.008292966522276402, 0.03538615256547928]",2,-1.0,False,False
1771366903.2766693,3,99,6.435006856918335,"[0.025593962520360947, 0.033886928111314774]",2,-1.0,False,False
1771366903.3409555,3,100,6.499293088912964,"[0.057988256216049194, 0.03239429369568825]",2,-1.0,False,False
1771366903.398874,3,101,6.557211637496948,"[0.08892028033733368, 0.030932027846574783]",2,-1.0,False,False
1771366903.4663336,3,102,6.624671220779419,"[0.11844073235988617, 0.02952045388519764]",2,-1.0,False,False
1771366903.5253146,3,103,6.68365216255188,"[0.1466173529624939, 0.02817661687731743]",2,-1.0,False,False
1771366903.5910022,3,104,6.749339818954468,"[0.1735319346189499, 0.026914579793810844]",2,-1.0,False,False
1771366903.6525986,3,105,6.810936212539673,"[0.19927771389484406, 0.025745773687958717]",2,-1.0,False,False
1771366903.7136,3,106,6.87193751335144,"[0.2239570915699005, 0.024679379537701607]",2,-1.0,False,False
1771366903.7770674,3,107,6.935405015945435,"[0.24767981469631195, 0.023722734302282333]",2,-1.0,False,False
1771366903.835407,3,108,6.993744611740112,"[0.2705615162849426, 0.02288169600069523]",2,-1.0,False,False
1771366903.903318,3,109,7.061655521392822,"[0.29272252321243286, 0.022161001339554787]",2,-1.0,False,False
1771366903.9663923,3,110,7.124729871749878,"[0.31428712606430054, 0.02156459540128708]",2,-1.0,False,False
1771366904.0280027,3,111,7.18634033203125,"[0.33538302779197693, 0.02109590917825699]",2,-1.0,False,False
1771366904.0896916,3,112,7.2480292320251465,"[0.3561411499977112, 0.020758112892508507]",2,-1.0,False,False
1771366904.1509016,3,113,7.309239149093628,"[0.3766954839229584, 0.020554346963763237]",2,-1.0,False,False
1771366904.2101474,3,114,7.368484973907471,"[0.3971833884716034, 0.020487893372774124]",2,-1.0,False,False
1771366904.2701468,3,115,7.4284844398498535,"[0.4177457094192505, 0.020562341436743736]",2,-1.0,False,False
